Image,Object,Color,Caption
raw/iTrade/20210921042319__https____www.scotiaitrade.com__en__home__open-practice-trading-acccount/content__dam__itrade__images__iStock-1162938821.jpg2000.2000.png,"person 91.3%
laptop 89.8%
person 82.8%
couch 66.1%
couch 37.1%","darkgray
darkslategray
dimgray
rosybrown
lightslategray",two people sitting on a couch looking at a laptop computer
raw/iTrade/20210514230357__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20211018235303__https____www.scotiaitrade.com__en__home__trading-account-types__registered__tax-free-savings-accounts-tfsa/content__dam__itrade__images__iStock-1277588343.jpg2000.2000.png,"person 90.6%
bowl 52.6%","silver
darkslategray
dimgray",a man standing in a kitchen talking on a cell phone
raw/iTrade/20200806125010__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png,"person 93.6%
person 89.3%","gray
lightgray
darkolivegreen
silver
darkgray",two people standing on the beach in the tall grass
raw/iTrade/20200806125010__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__start-direct-investing-banner.jpg1280.1280.jpeg,"laptop 94.7%
person 93.9%
person 93.0%
couch 26.3%","dimgray
silver
black",a man and woman sitting on a couch looking at a laptop computer
raw/iTrade/20200806125010__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__women_laptop_itrade.jpg1280.1280.jpeg,"laptop 95.1%
person 94.5%
cup 92.9%
cell phone 91.5%
couch 63.2%
couch 46.8%
chair 32.1%
dining table 27.1%","dimgray
silver
black
darkgray",a woman sitting at a table with a laptop computer
raw/iTrade/20200806125010__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png,"person 93.6%
person 93.0%
cell phone 78.0%","dimgray
lightcoral
black
darkgray
lightsteelblue",two young women sitting on a sidewalk looking at a tablet
raw/iTrade/20210927082321__https____www.scotiaitrade.com__fr__accueil__ouvrez-un-compte-fictif-de-negociation-en-ligne/content__dam__itrade__images__iStock-1162938821.jpg2000.2000.png,"person 91.3%
laptop 89.8%
person 82.8%
couch 66.1%
couch 37.1%","darkgray
darkslategray
dimgray
rosybrown
lightslategray",two people sitting on a couch looking at a laptop computer
raw/iTrade/20201214222658__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__father-son-haircut.jpg2000.2000.jpg,"person 90.0%
person 89.8%
chair 58.5%
cell phone 46.3%","gainsboro
darkslategray
brown
rosybrown
goldenrod",a man cutting a childs hair with a hair dryer
raw/iTrade/20220623153941__https____www.scotiaitrade.com__en__home__where-to-start/content__dam__itrade__images__iStock-1077085894.jpg2000.2000.png,"laptop 93.5%
person 90.0%
person 88.5%
couch 85.0%
clock 67.9%
couch 47.8%","lightgray
darkslategray
peru
gray
darkolivegreen",a man sitting on a couch with a laptop
raw/iTrade/20200730085509__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png,"person 93.6%
person 89.3%","gray
lightgray
darkolivegreen
silver
darkgray",two people standing on the beach in the tall grass
raw/iTrade/20200730085509__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__start-direct-investing-banner.jpg1280.1280.jpeg,"laptop 94.7%
person 93.9%
person 93.0%
couch 26.3%","dimgray
silver
black",a man and woman sitting on a couch looking at a laptop computer
raw/iTrade/20200730085509__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__women_laptop_itrade.jpg1280.1280.jpeg,"laptop 95.1%
person 94.5%
cup 92.9%
cell phone 91.5%
couch 63.2%
couch 46.8%
chair 32.1%
dining table 27.1%","dimgray
silver
black
darkgray",a woman sitting at a table with a laptop computer
raw/iTrade/20200730085509__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png,"person 93.6%
person 93.0%
cell phone 78.0%","dimgray
lightcoral
black
darkgray
lightsteelblue",two young women sitting on a sidewalk looking at a tablet
raw/iTrade/20210921053827__https____www.scotiaitrade.com__en__home__where-to-start/content__dam__itrade__images__iStock-1077085894.jpg2000.2000.png,"laptop 93.5%
person 90.0%
person 88.5%
couch 85.0%
clock 67.9%
couch 47.8%","lightgray
darkslategray
peru
gray
darkolivegreen",a man sitting on a couch with a laptop
raw/iTrade/20200926234339__https____www.scotiaitrade.com__fr__investissement-direct-and-trading-en-ligne/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png,"person 93.6%
person 89.3%","gray
lightgray
darkolivegreen
silver
darkgray",two people standing on the beach in the tall grass
raw/iTrade/20200926234339__https____www.scotiaitrade.com__fr__investissement-direct-and-trading-en-ligne/content__dam__itrade__images__start-direct-investing-banner.jpg1280.1280.jpeg,"laptop 94.7%
person 93.9%
person 93.0%
couch 26.3%","dimgray
silver
black",a man and woman sitting on a couch looking at a laptop computer
raw/iTrade/20200926234339__https____www.scotiaitrade.com__fr__investissement-direct-and-trading-en-ligne/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png,"person 93.6%
person 93.0%
cell phone 78.0%","dimgray
lightcoral
black
darkgray
lightsteelblue",two young women sitting on a sidewalk looking at a tablet
raw/iTrade/20220119011916__https____www.scotiaitrade.com__en__home__open-practice-trading-acccount/content__dam__itrade__images__iStock-1162938821.jpg2000.2000.png,"person 91.3%
laptop 89.8%
person 82.8%
couch 66.1%
couch 37.1%","darkgray
darkslategray
dimgray
rosybrown
lightslategray",two people sitting on a couch looking at a laptop computer
raw/iTrade/20211130114840__https____www.scotiaitrade.com__fr__accueil__comptes__comptes-non-enregistres/content__dam__itrade__images__iStock-944039332.jpg2000.2000.png,"potted plant 85.4%
person 83.5%
person 82.8%
chair 57.7%
chair 27.7%
couch 26.9%","lightgray
darkolivegreen
darkslategray
dimgray",a man standing on a ladder in a room filled with boxes
raw/iTrade/20211018234631__https____www.scotiaitrade.com__en__home__contact-us/content__dam__itrade__images__iStock-1165644014.jpg2000.2000.png,"person 92.7%
laptop 91.0%
couch 88.5%
cell phone 51.7%
couch 44.6%
cup 25.1%","silver
darkslategray
darkolivegreen
dimgray
sienna",a woman sitting on a couch talking on a cell phone and a laptop
raw/iTrade/20220302215636__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-iTRADE-winter-campaign-hero.jpg2000.2000.jpg,"person 95.2%
person 94.9%
bottle 26.7%","silver
saddlebrown
gray
dimgray",two women sitting on the floor painting a wall
raw/iTrade/20220302215636__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-itrade-ways-to-invest-hero.jpg2000.2000.jpg,"person 94.0%
laptop 83.4%
couch 80.7%
chair 73.3%
couch 47.3%
couch 38.6%","darkslategray
silver
gray
darkgray",a man sitting on a couch using a tablet computer
raw/iTrade/20210120022252__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20201003222840__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png,"person 93.6%
person 89.3%","gray
lightgray
darkolivegreen
silver
darkgray",two people standing on the beach in the tall grass
raw/iTrade/20201003222840__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__start-direct-investing-banner.jpg1280.1280.jpeg,"laptop 94.7%
person 93.9%
person 93.0%
couch 26.3%","dimgray
silver
black",a man and woman sitting on a couch looking at a laptop computer
raw/iTrade/20201003222840__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__women_laptop_itrade.jpg1280.1280.jpeg,"laptop 95.1%
person 94.5%
cup 92.9%
cell phone 91.5%
couch 63.2%
couch 46.8%
chair 32.1%
dining table 27.1%","dimgray
silver
black
darkgray",a woman sitting at a table with a laptop computer
raw/iTrade/20201003222840__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png,"person 93.6%
person 93.0%
cell phone 78.0%","dimgray
lightcoral
black
darkgray
lightsteelblue",two young women sitting on a sidewalk looking at a tablet
raw/iTrade/20220119024008__https____www.scotiaitrade.com__fr__accueil__ouvrez-un-compte-fictif-de-negociation-en-ligne/content__dam__itrade__images__iStock-1162938821.jpg2000.2000.png,"person 91.3%
laptop 89.8%
person 82.8%
couch 66.1%
couch 37.1%","darkgray
darkslategray
dimgray
rosybrown
lightslategray",two people sitting on a couch looking at a laptop computer
raw/iTrade/20210528205209__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20201006232524__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png,"person 93.6%
person 89.3%","gray
lightgray
darkolivegreen
silver
darkgray",two people standing on the beach in the tall grass
raw/iTrade/20201006232524__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__start-direct-investing-banner.jpg1280.1280.jpeg,"laptop 94.7%
person 93.9%
person 93.0%
couch 26.3%","dimgray
silver
black",a man and woman sitting on a couch looking at a laptop computer
raw/iTrade/20201006232524__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__women_laptop_itrade.jpg1280.1280.jpeg,"laptop 95.1%
person 94.5%
cup 92.9%
cell phone 91.5%
couch 63.2%
couch 46.8%
chair 32.1%
dining table 27.1%","dimgray
silver
black
darkgray",a woman sitting at a table with a laptop computer
raw/iTrade/20201006232524__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png,"person 93.6%
person 93.0%
cell phone 78.0%","dimgray
lightcoral
black
darkgray
lightsteelblue",two young women sitting on a sidewalk looking at a tablet
raw/iTrade/20201129044007__https____www.scotiaitrade.com__en__direct-investing-and-online-trading__campaigns__get-up-to-1500-cash-6-99-or-500-free-equity-trades/content__dam__itrade__images__father-son-haircut.jpg2000.2000.jpg,"person 90.0%
person 89.8%
chair 58.5%
cell phone 46.3%","gainsboro
darkslategray
brown
rosybrown
goldenrod",a man cutting a childs hair with a hair dryer
raw/iTrade/20211005134640__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__iStock-1136855170.jpg2000.2000.png,"laptop 86.0%
dog 85.3%
person 79.1%
couch 44.5%
couch 37.1%","darkslategray
tan
gray
darkgray
cadetblue",a woman standing in a living room with a laptop and a dog
raw/iTrade/20210727160534__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20210619010159__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20220505010136__https____www.scotiaitrade.com__en__home__investment-types-products__etf-exchange-traded-funds/content__dam__itrade__images__iStock-941497992.jpg2000.2000.png,"person 92.3%
person 91.4%
chair 85.7%
dining table 74.9%
cup 74.7%
chair 61.3%
cup 38.7%
book 31.0%","lightgray
darkslategray
darkolivegreen
lightslategray
dimgray",a group of people sitting at a table looking at a laptop
raw/iTrade/20211009170147__https____www.scotiaitrade.com__en__home__contact-us/content__dam__itrade__images__iStock-1165644014.jpg2000.2000.png,"person 92.7%
laptop 91.0%
couch 88.5%
cell phone 51.7%
couch 44.6%
cup 25.1%","silver
darkslategray
darkolivegreen
dimgray
sienna",a woman sitting on a couch talking on a cell phone and a laptop
raw/iTrade/20210928115157__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__iStock-1136855170.jpg2000.2000.png,"laptop 86.0%
dog 85.3%
person 79.1%
couch 44.5%
couch 37.1%","darkslategray
tan
gray
darkgray
cadetblue",a woman standing in a living room with a laptop and a dog
raw/iTrade/20210927064215__https____www.scotiaitrade.com__fr__accueil__frais-et-tarification/content__dam__itrade__images__iStock-1305630217.jpg2000.2000.png,"laptop 90.3%
person 79.1%","darkslategray
lightgray
darkgray
darkseagreen",a woman sitting on a couch using a laptop computer
raw/iTrade/20210519005247__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20211130125853__https____www.scotiaitrade.com__fr__accueil__centre-dapprentissage__liste-de-formulaires/content__dam__itrade__images__iStock-826690510.jpg2000.2000.png,"person 94.1%
person 80.5%
laptop 28.3%","darkslategray
silver
darkgray
gray
cadetblue",a woman wearing glasses looking at a tablet
raw/iTrade/20210731204918__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20210921055923__https____www.scotiaitrade.com__fr__accueil__contactez-nous/content__dam__itrade__images__iStock-1165644014.jpg2000.2000.png,"person 92.7%
laptop 91.0%
couch 88.5%
cell phone 51.7%
couch 44.6%
cup 25.1%","silver
darkslategray
darkolivegreen
dimgray
sienna",a woman sitting on a couch talking on a cell phone and a laptop
raw/iTrade/20220119003906__https____www.scotiaitrade.com__en__home__pricing-fees/content__dam__itrade__images__iStock-1305630217.jpg2000.2000.png,"laptop 90.3%
person 79.1%","darkslategray
lightgray
darkgray
darkseagreen",a woman sitting on a couch using a laptop computer
raw/iTrade/20201031152822__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png,"person 93.6%
person 89.3%","gray
lightgray
darkolivegreen
silver
darkgray",two people standing on the beach in the tall grass
raw/iTrade/20201031152822__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__start-direct-investing-banner.jpg1280.1280.jpeg,"laptop 94.7%
person 93.9%
person 93.0%
couch 26.3%","dimgray
silver
black",a man and woman sitting on a couch looking at a laptop computer
raw/iTrade/20201031152822__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__women_laptop_itrade.jpg1280.1280.jpeg,"laptop 95.1%
person 94.5%
cup 92.9%
cell phone 91.5%
couch 63.2%
couch 46.8%
chair 32.1%
dining table 27.1%","dimgray
silver
black
darkgray",a woman sitting at a table with a laptop computer
raw/iTrade/20201031152822__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png,"person 93.6%
person 93.0%
cell phone 78.0%","dimgray
lightcoral
black
darkgray
lightsteelblue",two young women sitting on a sidewalk looking at a tablet
raw/iTrade/20201106181639__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png,"person 93.6%
person 89.3%","gray
lightgray
darkolivegreen
silver
darkgray",two people standing on the beach in the tall grass
raw/iTrade/20201106181639__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__start-direct-investing-banner.jpg1280.1280.jpeg,"laptop 94.7%
person 93.9%
person 93.0%
couch 26.3%","dimgray
silver
black",a man and woman sitting on a couch looking at a laptop computer
raw/iTrade/20201106181639__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__women_laptop_itrade.jpg1280.1280.jpeg,"laptop 95.1%
person 94.5%
cup 92.9%
cell phone 91.5%
couch 63.2%
couch 46.8%
chair 32.1%
dining table 27.1%","dimgray
silver
black
darkgray",a woman sitting at a table with a laptop computer
raw/iTrade/20201106181639__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png,"person 93.6%
person 93.0%
cell phone 78.0%","dimgray
lightcoral
black
darkgray
lightsteelblue",two young women sitting on a sidewalk looking at a tablet
raw/iTrade/20211009070610__https____www.scotiaitrade.com__en__home__where-to-start/content__dam__itrade__images__iStock-1077085894.jpg2000.2000.png,"laptop 93.5%
person 90.0%
person 88.5%
couch 85.0%
clock 67.9%
couch 47.8%","lightgray
darkslategray
peru
gray
darkolivegreen",a man sitting on a couch with a laptop
raw/iTrade/20201007224735__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png,"person 93.6%
person 89.3%","gray
lightgray
darkolivegreen
silver
darkgray",two people standing on the beach in the tall grass
raw/iTrade/20201007224735__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__start-direct-investing-banner.jpg1280.1280.jpeg,"laptop 94.7%
person 93.9%
person 93.0%
couch 26.3%","dimgray
silver
black",a man and woman sitting on a couch looking at a laptop computer
raw/iTrade/20201007224735__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__women_laptop_itrade.jpg1280.1280.jpeg,"laptop 95.1%
person 94.5%
cup 92.9%
cell phone 91.5%
couch 63.2%
couch 46.8%
chair 32.1%
dining table 27.1%","dimgray
silver
black
darkgray",a woman sitting at a table with a laptop computer
raw/iTrade/20201007224735__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png,"person 93.6%
person 93.0%
cell phone 78.0%","dimgray
lightcoral
black
darkgray
lightsteelblue",two young women sitting on a sidewalk looking at a tablet
raw/iTrade/20210820191512__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__iStock-1136855170.jpg2000.2000.png,"laptop 86.0%
dog 85.3%
person 79.1%
couch 44.5%
couch 37.1%","darkslategray
tan
gray
darkgray
cadetblue",a woman standing in a living room with a laptop and a dog
raw/iTrade/20200725023515__https____www.scotiaitrade.com__fr__investissement-direct-and-trading-en-ligne/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png,"person 93.6%
person 89.3%","gray
lightgray
darkolivegreen
silver
darkgray",two people standing on the beach in the tall grass
raw/iTrade/20200725023515__https____www.scotiaitrade.com__fr__investissement-direct-and-trading-en-ligne/content__dam__itrade__images__start-direct-investing-banner.jpg1280.1280.jpeg,"laptop 94.7%
person 93.9%
person 93.0%
couch 26.3%","dimgray
silver
black",a man and woman sitting on a couch looking at a laptop computer
raw/iTrade/20200725023515__https____www.scotiaitrade.com__fr__investissement-direct-and-trading-en-ligne/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png,"person 93.6%
person 93.0%
cell phone 78.0%","dimgray
lightcoral
black
darkgray
lightsteelblue",two young women sitting on a sidewalk looking at a tablet
raw/iTrade/20211009140453__https____www.scotiaitrade.com__en__home__learning-centre/content__dam__itrade__images__iStock-1219240164.jpg2000.2000.png,"person 88.8%
dog 80.4%
potted plant 60.1%
chair 59.7%
laptop 57.7%
potted plant 40.1%","darkgray
darkslategray
gainsboro
darkolivegreen",a woman standing in front of a wall of pictures
raw/iTrade/20220208125001__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-iTRADE-winter-campaign-hero.jpg2000.2000.jpg,"person 95.2%
person 94.9%
bottle 26.7%","silver
saddlebrown
gray
dimgray",two women sitting on the floor painting a wall
raw/iTrade/20220208125001__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-itrade-ways-to-invest-hero.jpg2000.2000.jpg,"person 94.0%
laptop 83.4%
couch 80.7%
chair 73.3%
couch 47.3%
couch 38.6%","darkslategray
silver
gray
darkgray",a man sitting on a couch using a tablet computer
raw/iTrade/20210531143738__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20211215214123__http____www.scotiaitrade.com__en__home__winter-offer-ec/content__dam__itrade__images__iStock-1215721280.jpg2000.2000.png,"person 81.5%
laptop 79.6%
potted plant 54.5%
cup 46.6%
couch 25.2%
chair 25.2%","darkslategray
silver
gray
darkgray",a man brushing his teeth in a bathroom
raw/iTrade/20210729201608__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20210927080355__https____www.scotiaitrade.com__en__home__why-itrade__powerful-platforms__scotia-itrade-trading-desk/content__dam__itrade__images__iStock-1211772795.jpg2000.2000.png,"laptop 92.2%
mouse 80.3%
person 74.1%
cell phone 65.2%","silver
darkslategray
sienna
darkgray
slategray",a woman working on a laptop computer with her hand on the keyboard
raw/iTrade/20220314223257__https____www.scotiaitrade.com__en__home__learning-centre__faqs__holiday-schedule/content__dam__itrade__images__iStock-1272782773.jpg2000.2000.png,"person 89.0%
chair 49.6%
potted plant 46.0%","silver
black
darkolivegreen
dimgray
gray",a woman standing in a kitchen talking on a cell phone
raw/iTrade/20210512215828__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20200725134926__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png,"person 93.6%
person 89.3%","gray
lightgray
darkolivegreen
silver
darkgray",two people standing on the beach in the tall grass
raw/iTrade/20200725134926__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__start-direct-investing-banner.jpg1280.1280.jpeg,"laptop 94.7%
person 93.9%
person 93.0%
couch 26.3%","dimgray
silver
black",a man and woman sitting on a couch looking at a laptop computer
raw/iTrade/20200725134926__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__women_laptop_itrade.jpg1280.1280.jpeg,"laptop 95.1%
person 94.5%
cup 92.9%
cell phone 91.5%
couch 63.2%
couch 46.8%
chair 32.1%
dining table 27.1%","dimgray
silver
black
darkgray",a woman sitting at a table with a laptop computer
raw/iTrade/20200725134926__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png,"person 93.6%
person 93.0%
cell phone 78.0%","dimgray
lightcoral
black
darkgray
lightsteelblue",two young women sitting on a sidewalk looking at a tablet
raw/iTrade/20211130121054__https____www.scotiaitrade.com__en__home__learning-centre__faqs/content__dam__itrade__images__iStock-1272782773.jpg2000.2000.png,"person 89.0%
chair 49.6%
potted plant 46.0%","silver
black
darkolivegreen
dimgray
gray",a woman standing in a kitchen talking on a cell phone
raw/iTrade/20220119023418__https____www.scotiaitrade.com__fr__accueil__comptes__comptes-enregistres/content__dam__itrade__images__iStock-509418169.jpg2000.2000.png,"person 94.1%
laptop 92.1%
cup 86.8%","darkslategray
lightgray
darkgray
gray
lightslategray",a man sitting on a couch looking at a tablet computer
raw/iTrade/20210901230548__https____www.scotiaitrade.com__en__home__open-practice-trading-acccount/content__dam__itrade__images__iStock-1162938821.jpg2000.2000.png,"person 91.3%
laptop 89.8%
person 82.8%
couch 66.1%
couch 37.1%","darkgray
darkslategray
dimgray
rosybrown
lightslategray",two people sitting on a couch looking at a laptop computer
raw/iTrade/20210920053525__https____www.scotiaitrade.com__en__home__contact-us/content__dam__itrade__images__iStock-1165644014.jpg2000.2000.png,"person 92.7%
laptop 91.0%
couch 88.5%
cell phone 51.7%
couch 44.6%
cup 25.1%","silver
darkslategray
darkolivegreen
dimgray
sienna",a woman sitting on a couch talking on a cell phone and a laptop
raw/iTrade/20210927074724__https____www.scotiaitrade.com__en__home__where-to-start/content__dam__itrade__images__iStock-1077085894.jpg2000.2000.png,"laptop 93.5%
person 90.0%
person 88.5%
couch 85.0%
clock 67.9%
couch 47.8%","lightgray
darkslategray
peru
gray
darkolivegreen",a man sitting on a couch with a laptop
raw/iTrade/20210920045301__https____www.scotiaitrade.com__fr__accueil__contactez-nous/content__dam__itrade__images__iStock-1165644014.jpg2000.2000.png,"person 92.7%
laptop 91.0%
couch 88.5%
cell phone 51.7%
couch 44.6%
cup 25.1%","silver
darkslategray
darkolivegreen
dimgray
sienna",a woman sitting on a couch talking on a cell phone and a laptop
raw/iTrade/20210518065454__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20211019001557__https____www.scotiaitrade.com__en__home__open-practice-trading-acccount/content__dam__itrade__images__iStock-1162938821.jpg2000.2000.png,"person 91.3%
laptop 89.8%
person 82.8%
couch 66.1%
couch 37.1%","darkgray
darkslategray
dimgray
rosybrown
lightslategray",two people sitting on a couch looking at a laptop computer
